country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","15-07-2026 16:00:00",26.349082,92.68449,CO,19,25,23
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-07-2026 16:00:00",26.446912,91.439057,NH3,6,6,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA","15-07-2026 16:00:00",24.82827,92.79525,PM2.5,21,26,22
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","15-07-2026 16:00:00",26.987634,94.636574,NH3,5,12,7
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","15-07-2026 16:00:00",26.987634,94.636574,OZONE,45,52,49
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","15-07-2026 16:00:00",25.5626095,84.663264,PM2.5,7,304,68
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","15-07-2026 16:00:00",25.42742023,86.13886079,NH3,15,16,16
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","15-07-2026 16:00:00",16.316553,80.413302,NO2,30,52,40
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","15-07-2026 16:00:00",16.316553,80.413302,NH3,7,11,9
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","15-07-2026 16:00:00",16.316553,80.413302,SO2,8,22,13
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","15-07-2026 16:00:00",16.316553,80.413302,CO,12,24,19
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","15-07-2026 16:00:00",16.316553,80.413302,OZONE,23,54,37
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","15-07-2026 16:00:00",14.465052,78.824187,CO,23,29,27
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","15-07-2026 16:00:00",16.186555,81.13219,NH3,3,6,4
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","15-07-2026 16:00:00",14.438164,79.966814,NO2,22,35,31
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","15-07-2026 16:00:00",26.2271665,84.3570427,OZONE,9,11,10
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","15-07-2026 16:00:00",30.751462,76.762879,PM2.5,63,94,79
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","15-07-2026 16:00:00",30.719859,76.738637,PM10,32,131,51
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","15-07-2026 16:00:00",21.224231,81.40835,PM10,48,73,61
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","15-07-2026 16:00:00",21.224231,81.40835,NO2,9,33,21
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","15-07-2026 16:00:00",21.224231,81.40835,SO2,10,32,18
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","15-07-2026 16:00:00",21.194815,81.31477,PM10,44,69,56
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","15-07-2026 16:00:00",13.67,79.35,PM10,42,152,82
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","15-07-2026 16:00:00",13.615387,79.40923,NO2,30,38,31
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","15-07-2026 16:00:00",16.509717,80.612222,SO2,11,30,14
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","15-07-2026 16:00:00",16.554731,80.64911,SO2,8,19,15
India,"Andhra Pradesh",Vijayawada,"Kanuru, Vijayawada - APPCB","15-07-2026 16:00:00",16.486692,80.699436,CO,17,32,24
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-07-2026 16:00:00",24.762518,84.982348,NO2,22,30,26
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-07-2026 16:00:00",24.762518,84.982348,SO2,7,8,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","15-07-2026 16:00:00",24.792403,84.992416,NH3,0,2,1
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","15-07-2026 16:00:00",25.697189,85.2459,NH3,12,18,16
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","15-07-2026 16:00:00",25.560083,87.553265,PM2.5,5,22,13
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","15-07-2026 16:00:00",25.560083,87.553265,PM10,6,23,13
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","15-07-2026 16:00:00",27.308328,84.531742,CO,14,31,25
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","15-07-2026 16:00:00",26.63086,84.90051,PM2.5,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-07-2026 16:00:00",26.1209,85.3647,PM2.5,32,60,42
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-07-2026 16:00:00",26.1209,85.3647,SO2,4,8,6
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","15-07-2026 16:00:00",26.1403345,85.3650192,PM2.5,23,42,31
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","15-07-2026 16:00:00",25.251013,86.989001,NO2,9,13,12
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","15-07-2026 16:00:00",25.204762,85.51496,PM10,13,33,22
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","15-07-2026 16:00:00",25.204762,85.51496,NO2,9,10,9
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","15-07-2026 16:00:00",25.204762,85.51496,OZONE,1,2,2
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","15-07-2026 16:00:00",25.56752,83.966379,SO2,29,31,30
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","15-07-2026 16:00:00",13.20488,79.097889,PM10,59,72,65
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","15-07-2026 16:00:00",13.20488,79.097889,OZONE,38,53,43
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-07-2026 16:00:00",28.60909,77.0325413,SO2,11,21,16
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-07-2026 16:00:00",28.60909,77.0325413,CO,48,63,54
India,Delhi,Delhi,"Pusa, Delhi - IITM","15-07-2026 16:00:00",28.63611,77.173332,NO2,36,114,59
India,Delhi,Delhi,"Pusa, Delhi - IITM","15-07-2026 16:00:00",28.63611,77.173332,SO2,NA,NA,NA
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","15-07-2026 16:00:00",28.5710274,77.0719006,PM10,41,288,154
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","15-07-2026 16:00:00",28.695381,77.181665,NO2,4,42,22
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","15-07-2026 16:00:00",28.695381,77.181665,CO,39,52,44
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","15-07-2026 16:00:00",28.695381,77.181665,OZONE,5,18,11
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","15-07-2026 16:00:00",28.647622,77.315809,NH3,5,15,9
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","15-07-2026 16:00:00",28.6573814,77.1585447,PM10,27,413,172
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","15-07-2026 16:00:00",28.6573814,77.1585447,CO,59,75,66
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","15-07-2026 16:00:00",28.570173,76.933762,PM10,50,208,106
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","15-07-2026 16:00:00",28.570173,76.933762,SO2,2,9,6
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","15-07-2026 16:00:00",28.73282,77.170633,PM2.5,27,210,111
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","15-07-2026 16:00:00",28.73282,77.170633,NO2,16,41,26
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","15-07-2026 16:00:00",28.594169,77.1251,OZONE,17,74,45
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","15-07-2026 16:00:00",28.672342,77.31526,PM10,80,221,141
India,Delhi,Delhi,"Rohini, Delhi - DPCC","15-07-2026 16:00:00",28.732528,77.11992,PM2.5,30,65,50
India,Delhi,Delhi,"Rohini, Delhi - DPCC","15-07-2026 16:00:00",28.732528,77.11992,NH3,5,12,7
India,Delhi,Delhi,"Pusa, Delhi - DPCC","15-07-2026 16:00:00",28.639652,77.146275,PM2.5,35,163,56
India,Delhi,Delhi,"Pusa, Delhi - DPCC","15-07-2026 16:00:00",28.639652,77.146275,CO,56,86,67
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-07-2026 16:00:00",28.636429,77.201067,NH3,7,9,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-07-2026 16:00:00",28.636429,77.201067,OZONE,3,21,13
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","15-07-2026 16:00:00",28.62181,77.1944633,SO2,1,3,2
India,Delhi,Delhi,"Bawana, Delhi - DPCC","15-07-2026 16:00:00",28.7762,77.051074,PM2.5,37,95,63
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","15-07-2026 16:00:00",28.710508,77.249485,CO,37,44,40
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","15-07-2026 16:00:00",28.493624,77.201159,NO2,5,31,14
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","15-07-2026 16:00:00",28.493624,77.201159,SO2,3,4,3
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-07-2026 16:00:00",23.041137,72.456691,PM10,39,96,64
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-07-2026 16:00:00",23.041137,72.456691,NO2,2,7,3
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-07-2026 16:00:00",23.041137,72.456691,SO2,0,1,1
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-07-2026 16:00:00",23.041137,72.456691,OZONE,8,19,14
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","15-07-2026 16:00:00",28.594004,76.909423,OZONE,23,60,46
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","15-07-2026 16:00:00",28.530785,77.271255,PM10,70,197,134
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","15-07-2026 16:00:00",28.530785,77.271255,NO2,16,47,29
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","15-07-2026 16:00:00",28.656756,77.227234,NO2,15,35,22
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","15-07-2026 16:00:00",28.531346,77.190156,NH3,2,4,3
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","15-07-2026 16:00:00",28.6811736,77.3025234,CO,19,79,37
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-07-2026 16:00:00",28.611281,77.237738,PM2.5,8,65,30
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","15-07-2026 16:00:00",21.194815,81.31477,NH3,3,4,3
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-07-2026 16:00:00",21.185571,81.343175,PM2.5,13,37,20
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-07-2026 16:00:00",21.185571,81.343175,NO2,15,16,16
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-07-2026 16:00:00",21.185571,81.343175,CO,20,21,21
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","15-07-2026 16:00:00",22.368195,82.746431,PM2.5,9,50,29
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","15-07-2026 16:00:00",22.368195,82.746431,NO2,8,26,15
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-07-2026 16:00:00",22.348441,82.549611,PM10,15,74,46
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-07-2026 16:00:00",22.348441,82.549611,NH3,1,1,1
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-07-2026 16:00:00",22.348441,82.549611,SO2,2,11,7
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","15-07-2026 16:00:00",28.5627763,77.1180053,PM10,74,202,129
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","15-07-2026 16:00:00",28.5627763,77.1180053,SO2,NA,NA,NA
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","15-07-2026 16:00:00",28.58028,77.233829,PM10,81,204,132
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","15-07-2026 16:00:00",28.58028,77.233829,NH3,14,26,16
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-07-2026 16:00:00",28.623763,77.287209,NO2,10,43,27
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-07-2026 16:00:00",28.623763,77.287209,NH3,6,9,7
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-07-2026 16:00:00",28.6514781,77.1473105,SO2,5,18,13
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-07-2026 16:00:00",28.6514781,77.1473105,CO,35,59,49
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","15-07-2026 16:00:00",22.12665,83.483212,PM10,21,76,41
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","15-07-2026 16:00:00",21.258815,81.578979,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","15-07-2026 16:00:00",21.258815,81.578979,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","15-07-2026 16:00:00",21.219665,81.630094,PM2.5,7,34,17
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","15-07-2026 16:00:00",21.219665,81.630094,NO2,0,8,3
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","15-07-2026 16:00:00",21.237755,81.705301,PM10,16,47,31
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","15-07-2026 16:00:00",21.237755,81.705301,OZONE,2,35,17
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-07-2026 16:00:00",28.563262,77.186937,PM10,71,267,153
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-07-2026 16:00:00",28.563262,77.186937,OZONE,6,39,21
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","15-07-2026 16:00:00",28.5504249,77.2159377,NO2,6,12,9
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","15-07-2026 16:00:00",28.5504249,77.2159377,SO2,16,25,20
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","15-07-2026 16:00:00",28.5504249,77.2159377,CO,1,3,2
India,Delhi,Delhi,"Narela, Delhi - DPCC","15-07-2026 16:00:00",28.822836,77.101981,SO2,13,19,15
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-07-2026 16:00:00",28.60909,77.0325413,PM10,51,116,80
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","15-07-2026 16:00:00",28.7256504,77.2011573,PM10,71,188,118
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","15-07-2026 16:00:00",28.7256504,77.2011573,SO2,NA,NA,NA
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-07-2026 16:00:00",28.52123,76.37138,SO2,9,12,10
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-07-2026 16:00:00",28.52123,76.37138,OZONE,24,46,37
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-07-2026 16:00:00",29.5364,75.0158,PM2.5,55,325,118
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-07-2026 16:00:00",29.5364,75.0158,SO2,0,34,18
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-07-2026 16:00:00",29.0272,77.0621,PM2.5,27,315,170
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","15-07-2026 16:00:00",29.0272,77.0621,NH3,8,9,9
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-07-2026 16:00:00",30.1480566,77.2893471,PM2.5,17,275,185
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","15-07-2026 16:00:00",30.943887,76.801991,NH3,5,8,6
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","15-07-2026 16:00:00",30.943887,76.801991,SO2,11,14,12
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","15-07-2026 16:00:00",34.066206,74.81982,PM10,32,55,43
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","15-07-2026 16:00:00",34.066206,74.81982,SO2,3,4,3
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","15-07-2026 16:00:00",34.066206,74.81982,OZONE,1,2,1
India,"Jammu and Kashmir",Srinagar,"Khunmoh, Srinagar - JKPCC","15-07-2026 16:00:00",34.06313,74.96017,PM2.5,54,162,89
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","15-07-2026 16:00:00",23.707909,86.41467,PM2.5,43,71,48
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-07-2026 16:00:00",22.320153,73.216285,OZONE,3,5,4
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-07-2026 16:00:00",30.379589,76.778328,PM2.5,69,136,97
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-07-2026 16:00:00",30.379589,76.778328,PM10,104,166,143
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-07-2026 16:00:00",28.6701,76.9254,PM10,58,153,96
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-07-2026 16:00:00",28.6701,76.9254,NO2,6,72,19
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-07-2026 16:00:00",28.6701,76.9254,OZONE,24,28,26
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","15-07-2026 16:00:00",28.3419248,77.319699,NO2,19,20,20
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","15-07-2026 16:00:00",28.806223,76.141105,NO2,7,10,9
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","15-07-2026 16:00:00",28.806223,76.141105,NH3,2,3,2
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","15-07-2026 16:00:00",28.593883,76.270653,NO2,9,25,15
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","15-07-2026 16:00:00",28.2068,76.7997,NH3,6,12,9
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","15-07-2026 16:00:00",28.376058,77.315741,NO2,29,33,31
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","15-07-2026 16:00:00",28.376058,77.315741,NH3,8,9,9
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","15-07-2026 16:00:00",23.707909,86.41467,CO,38,40,39
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-07-2026 16:00:00",16.172806,75.659694,SO2,10,10,10
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-07-2026 16:00:00",12.9756843,77.5660749,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-07-2026 16:00:00",12.9756843,77.5660749,SO2,9,11,11
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","15-07-2026 16:00:00",12.7816279,77.6299145,SO2,18,18,18
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","15-07-2026 16:00:00",12.9135218,77.5950804,NO2,24,25,24
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","15-07-2026 16:00:00",12.990328,77.5431385,PM10,52,58,55
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","15-07-2026 16:00:00",12.990328,77.5431385,NO2,18,18,18
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","15-07-2026 16:00:00",12.990328,77.5431385,SO2,6,7,6
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-07-2026 16:00:00",12.9352049,77.6814488,PM2.5,57,61,60
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","15-07-2026 16:00:00",23.59315,72.372792,NH3,1,1,1
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","15-07-2026 16:00:00",23.59315,72.372792,SO2,12,15,14
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","15-07-2026 16:00:00",22.410802,73.097923,PM2.5,23,64,40
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","15-07-2026 16:00:00",22.410802,73.097923,NH3,NA,NA,NA
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","15-07-2026 16:00:00",22.410802,73.097923,SO2,3,4,3
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","15-07-2026 16:00:00",22.248853,70.776774,SO2,7,12,10
India,Gujarat,Surat,"Science Center, Surat - SMC","15-07-2026 16:00:00",21.170046,72.795405,PM10,31,60,43
India,Gujarat,Surat,"Science Center, Surat - SMC","15-07-2026 16:00:00",21.170046,72.795405,NH3,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","15-07-2026 16:00:00",21.170046,72.795405,SO2,15,16,16
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","15-07-2026 16:00:00",21.217779,72.834787,NO2,0,37,13
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","15-07-2026 16:00:00",22.320153,73.216285,SO2,6,6,6
India,Haryana,Jind,"Police Lines, Jind - HSPCB","15-07-2026 16:00:00",29.307814,76.337619,NH3,4,6,5
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","15-07-2026 16:00:00",29.8006,76.4155,PM2.5,NA,NA,NA
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","15-07-2026 16:00:00",29.8006,76.4155,CO,17,24,20
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","15-07-2026 16:00:00",29.6953,77.0027,OZONE,5,13,8
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","15-07-2026 16:00:00",29.966942,76.875879,SO2,3,14,7
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","15-07-2026 16:00:00",29.966942,76.875879,OZONE,44,94,62
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","15-07-2026 16:00:00",27.9002,76.9938,SO2,20,21,21
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","15-07-2026 16:00:00",28.360699,76.93609,PM2.5,76,304,130
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","15-07-2026 16:00:00",28.360699,76.93609,NH3,7,16,11
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","15-07-2026 16:00:00",28.360699,76.93609,CO,27,35,29
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","15-07-2026 16:00:00",28.4417,77.3217,PM10,98,121,106
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","15-07-2026 16:00:00",28.4417,77.3217,CO,42,55,47
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-07-2026 16:00:00",29.503664,75.467934,PM10,56,226,163
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-07-2026 16:00:00",29.503664,75.467934,SO2,60,85,70
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","15-07-2026 16:00:00",28.4227,77.0667,CO,17,25,20
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-07-2026 16:00:00",28.4275,77.1465,PM2.5,31,131,84
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-07-2026 16:00:00",28.4275,77.1465,NO2,19,47,31
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","15-07-2026 16:00:00",28.422681,77.148944,PM10,52,231,121
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","15-07-2026 16:00:00",28.422681,77.148944,SO2,NA,NA,NA
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","15-07-2026 16:00:00",28.1485564,77.3320667,NO2,23,25,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","15-07-2026 16:00:00",28.1485564,77.3320667,SO2,2,116,18
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","15-07-2026 16:00:00",28.3153,76.9143,NH3,2,6,4
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","15-07-2026 16:00:00",30.7057778,76.8531805555555,PM10,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","15-07-2026 16:00:00",29.432304,76.972765,PM2.5,4,127,47
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","15-07-2026 16:00:00",29.432304,76.972765,CO,26,40,38
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-07-2026 16:00:00",28.52123,76.37138,NO2,8,11,10
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-07-2026 16:00:00",23.016834,72.625775,NO2,4,15,11
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-07-2026 16:00:00",23.016834,72.625775,CO,33,55,43
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-07-2026 16:00:00",23.016834,72.625775,OZONE,7,10,9
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","15-07-2026 16:00:00",23.221714,72.654328,NH3,1,1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","15-07-2026 16:00:00",23.221714,72.654328,SO2,4,6,5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","15-07-2026 16:00:00",23.243639,72.68994,PM10,51,84,66
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-07-2026 16:00:00",23.163798,72.677768,OZONE,7,10,9
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","15-07-2026 16:00:00",22.977134,72.553024,CO,10,16,14
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-07-2026 16:00:00",23.107969,72.574648,NO2,6,26,11
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-07-2026 16:00:00",23.107969,72.574648,SO2,5,10,8
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","15-07-2026 16:00:00",24.58434363,80.8549414,NH3,NA,NA,NA
